66.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DATA_ACCESS,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
18:43:23.0 (32051000)|METHOD_ENTRY|[86]|01pBK000001mgyr|RegistrationInfoController.convertManagementStringToBoolean(String)
18:43:23.0 (32056778)|VARIABLE_SCOPE_BEGIN|[147]|mgmtStr|String|false|false
18:43:23.0 (32061998)|VARIABLE_ASSIGNMENT|[147]|mgmtStr|"false"
18:43:23.0 (32073403)|HEAP_ALLOCATE|[148]|Bytes:5
18:43:23.0 (32075950)|STATEMENT_EXECUTE|[147]
18:43:23.0 (32078656)|HEAP_ALLOCATE|[148]|Bytes:4
18:43:23.0 (32106552)|STATEMENT_EXECUTE|[148]
18:43:23.0 (32108233)|HEAP_ALLOCATE|[149]|Bytes:5
18:43:23.0 (32112033)|STATEMENT_EXECUTE|[149]
18:43:23.0 (32114550)|HEAP_ALLOCATE|[149]|Bytes:5
18:43:23.0 (32121709)|METHOD_EXIT|[86]|01pBK000001mgyr|RegistrationInfoController.convertManagementStringToBoolean(String)
18:43:23.0 (32143263)|HEAP_ALLOCATE|[86]|Bytes:-4
18:43:23.0 (32152819)|VARIABLE_ASSIGNMENT|[86]|this.ManagementExperience__c|false|0x3362ae40
18:43:23.0 (32155800)|STATEMENT_EXECUTE|[87]
18:43:23.0 (32182191)|VARIABLE_ASSIGNMENT|[EXTERNAL]|this|{"address":"市区町村（都道府県以下の住所）213","birthdate":"2026-04-24","companyCount":"2","education":"大学院卒（修士）","employmentStatus":"就業経験なし","firstName":"名11111","gender":"男性","kanaMei":"ふりがな(名)1111","kanaSei":"ふりがな(姓)11","lastName":"テスト 廣川111","license":"免許・資格11","managementExperience":"false","phone":"5515","postalCode":"123-4777","prefecture":"宮城県","recordId":"001BK00000cc2ZEYAY","remarks":"その他11111111111","school":"学校名/学部名/学科11"}|0x421d1a41
18:43:23.0 (32201632)|HEAP_ALLOCATE|[87]|Bytes:-4
18:43:23.0 (32208627)|VARIABLE_ASSIGNMENT|[87]|this.MyPageOtherRequests__c|"その他11111111111"|0x3362ae40
18:43:23.0 (32211752)|STATEMENT_EXECUTE|[89]
18:43:23.0 (32233797)|HEAP_ALLOCATE|[89]|Bytes:8
18:43:23.0 (32245323)|DML_BEGIN|[89]|Op:Update|Type:Account|Rows:1
18:43:23.0 (32280447)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:43:23.0 (877990253)|CODE_UNIT_STARTED|[EXTERNAL]|Flow:Account
18:43:23.0 (878024391)|CODE_UNIT_FINISHED|Flow:Account
18:43:23.917 (917489445)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:43:23.917 (917875471)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:43:23.917 (917991059)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:43:23.917 (918002801)|VARIABLE_SCOPE_BEGIN|[1]|this|pi.LogAccountChange|true|false
18:43:23.917 (918067031)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x1375bb65
18:43:24.56 (1056152954)|CUMULATIVE_LIMIT_USAGE
18:43:24.56 (1056152954)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 1 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 1 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 1 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

18:43:24.56 (1056152954)|LIMIT_USAGE_FOR_NS|pi|
  Number of SOQL queries: 0 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

18:43:24.56 (1056152954)|CUMULATIVE_LIMIT_USAGE_END

18:43:24.551 (1551288357)|CODE_UNIT_STARTED|[EXTERNAL]|DuplicateDetector
18:43:24.551 (1551330628)|DUPLICATE_DETECTION_BEGIN
18:43:24.551 (1561273009)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0BmBK000000E8dd|DuplicateRuleName:求職者ルール（氏名と生年月日）|DmlType:UPDATE
18:43:24.551 (1616837917)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0BmBK000000E8fF|DuplicateRuleName:求職者ルール（メール）|DmlType:UPDATE
18:43:24.551 (1616898501)|DUPLICATE_DETECTION_RULE_INVOCATION|DuplicateRuleId:0BmBK000000GcCb|DuplicateRuleName:求職者ルール（電話番号）|DmlType:UPDATE
18:43:24.551 (1616975560)|DUPLICATE_DETECTION_END
18:43:24.551 (1616984808)|CODE_UNIT_FINISHED|DuplicateDetector
18:43:24.997 (1997793383)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:43:24.997 (1997868609)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
18:43:24.997 (1997951353)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
18:43:24.997 (1997962124)|VARIABLE_SCOPE_BEGIN|[1]|this|pi.LogAccountChange|true|false
18:43:24.997 (1998016606)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x1fe295e4
18:43:24.997 (2015225588)|SOQL_EXECUTE_BEGIN|[263]|Aggregations:0|SELECT Id, ObjectEmail__c, ObjectFid__c FROM ObjectChangeLog__c WHERE ((ObjectState__c = :tmpVar1 OR ObjectState__c = :tmpVar2) AND ObjectFid__c = :tmpVar3)
18:43:24.997 (2053132307)|SOQL_EXECUTE_END|[263]|Rows:0
18:43:25.54 (2054122946)|CUMULATIVE_LIMIT_USAGE
18:43:25.54 (2054122946)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 1 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 1 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 1 out of 10000
  Maximum CPU time: 5 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

18:43:25.54 (2054122946)|LIMIT_USAGE_FOR_NS|pi|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

18:43:25.54 (2054122946)|CUMULATIVE_LIMIT_USAGE_END

18:43:24.551 (2070670466)|CODE_UNIT_STARTED|[EXTERNAL]|Flow:Account
18:43:24.551 (2070850957)|CODE_UNIT_FINISHED|Flow:Account
18:43:24.551 (2070905217)|CODE_UNIT_STARTED|[EXTERNAL]|Flow:Account
18:43:24.551 (2070915917)|CODE_UNIT_FINISHED|Flow:Account
18:43:24.551 (2111091924)|DML_END|[89]
18:43:25.198 (2198780247)|CUMULATIVE_LIMIT_USAGE
18:43:25.198 (2198780247)|LIMIT_USAGE_FOR_NS|(default)|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 1 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 1 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 1 out of 10000
  Maximum CPU time: 5 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

18:43:25.198 (2198780247)|LIMIT_USAGE_FOR_NS|pi|
  Number of SOQL queries: 1 out of 100
  Number of query rows: 0 out of 50000
  Number of SOSL queries: 0 out of 20
  Number of DML statements: 0 out of 150
  Number of Publish Immediate DML: 0 out of 150
  Number of DML rows: 0 out of 10000
  Maximum CPU time: 0 out of 10000
  Maximum heap size: 0 out of 6000000
  Number of callouts: 0 out of 100
  Number of Email Invocations: 0 out of 10
  Number of future calls: 0 out of 50
  Number of queueable jobs added to the queue: 0 out of 50
  Number of Mobile Apex push calls: 0 out of 10

18:43:25.198 (2198780247)|CUMULATIVE_LIMIT_USAGE_END

18:43:24.551 (2198834550)|CODE_UNIT_FINISHED|RegistrationInfoController.updateRegistrationInfo(RegistrationInfoController.RegistrationInfoWrapper)
18:43:24.551 (2199069604)|CODE_UNIT_FINISHED|apex://RegistrationInfoController/ACTION$updateRegistrationInfo
18:43:24.551 (2199079399)|EXECUTION_FINISHED
